brand,brandID,cat_1,cat_2,cat_3,cat_4,country,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,fb_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_likes,fb_likes_growth,fb_likes_merged,fb_score,fb_username,final_score,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged,ig_engagement,ig_followers,ig_followers_growth,ig_followers_merged,ig_score,ig_username
Noodoll,73.0,Kids,Design,Siblings,,,,,,,,,,,,,,,,,,,,,0.22543270933508525,0.22864847553149412,0.2365733298450606,0.23254340443780258,0.24925881186274607,0.17745739183616238,0.2073172673637411,0.21309640252462833,0.26523495088608,0.11838883273389085,0.16370651443623999,0.1712025839401988,noodoll
DESIGNBITE,74.0,Home,Furniture,Design,M&O Paris Sep 2018,,0.2292177614626375,0.31844004849664137,0.2665610304430103,0.3506797974429159,0.9998413372826056,0.5192427554339293,0.23516936938164723,0.6109727456652777,0.33961688646004495,0.4008457896907363,0.26143112999828366,0.3419924330919289,0.2963340303657279,0.26143836302259366,0.3898068880743542,0.312971110473156,0.46108268607906494,Designbite,0.3774431954151504,,,,,,,,,,,,
KIDSDEPOT,75.0,Kids,Décor,Accessories,M&O Paris Sep 2018,,,,,,,,,,,,0.26151424234820836,0.5225396506070472,0.34857695893921903,0.26151915243577667,0.4936326823971988,0.34190316373572066,0.3468634847262757,kidsdepot,0.2889385142146012,0.23041130031060936,0.21114220416786258,0.22035630708095671,0.23093021512555384,0.13721186429565316,0.1721420457525029,0.1821031503326013,0.24593109857573525,0.6308714376380161,0.3539015897201905,0.21600151146838598,kidsdepot
TIERRA ZEN,76.0,Décor,Design,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.2616301891131624,0.1920853103389531,0.2215278787280868,0.2616365971895585,0.18457798332431602,0.21645350726760268,0.2212374839599693,TierraZenSL,0.24624734763795014,,,,,,,,,,,,
Ciqi,77.0,Accessories,Design,Eyewear,M&O Paris Sep 2018,,,,,,,,,,,,0.2614160442636076,0.23167573501344008,0.2456490119866672,0.2614247181986017,0.2194706465950586,0.23861761264260156,0.24935817726909415,ciqitokyo,0.26098803518115754,0.22867451207029488,0.35266789282323274,0.27744805001445605,0.23333487002659953,0.18884027660408476,0.20874284878615665,0.22251856536598666,0.2427795912092348,0.6732414892715681,0.3568679739655253,0.27212131199977196,ciqi_tokyo
Kid-O-Bunk,78.0,Lifestyle,Glamping,Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kidobunkuk
Nalgene,79.0,Lifestyle,Bottles Aug,Glamping,,,0.2384171092572907,0.05615874873282576,0.09090498198828016,0.2940259550488817,0.12549971452810899,0.1759137811981605,0.3298338633573285,0.7289001305075309,0.45415741336373383,0.16525546332074095,0.26860996779485685,0.9910768592904255,0.42266556660309684,0.2685826203374916,0.9923275345617537,0.42274531366104406,0.2961618471533578,nalgene,0.3832635689133635,0.2845009157902637,0.2967936212039644,0.29051729083796607,0.3415529745145886,0.394770176304186,0.3662384587973634,0.34383401504766314,0.27962629401174877,0.4715951249144318,0.35108263351258,0.4539494319889917,nalgene
Kristel Adele,80.0,Lifestyle,Bottles Aug,Home,,,,,,,,,,,,,,,,,,,,,0.22857815349415805,0.24116218328335726,0.27398940611885747,0.25652986319156657,0.23323020456049323,0.11204156082242978,0.15136758211845777,0.16865194745635181,0.242144019231793,0.3422467706630133,0.2836218847061616,0.17935009445518701,kristel_adele
matador,81.0,Travel,Bags,Glamping,,,,,,,,,,,,,0.2613778500812465,0.15860119110647078,0.19741384348370494,0.26138726088827796,0.1646012653664473,0.20199921472604682,0.19279331446706993,Matador,0.23398584383645069,,,,,,,,,,,,
Sic Cups,82.0,Lifestyle,Bottles Aug,Sustainability,,,,,,,,,,,,,,,,,,,,,0.23073722022787876,0.27161201554572806,0.45486230208967987,0.34012507714925505,0.25142449458333377,0.36751107089437335,0.2985812753612902,0.30798583211291247,0.25590125721127954,0.13838438468106656,0.17962986350876653,0.18479675719141825,siccups
Begin Again Toys,83.0,Kids,Toy,Siblings,,,,,,,,,,,,,0.2616572019539277,0.137313640973703,0.1801089163490702,0.2616670616063353,0.13383355520536389,0.17709116823749496,0.17274309470247948,AWishtoBeginAgain,0.29133091350900653,0.2293174071273601,0.40617044811107234,0.2931352762914488,0.22932202328094684,0.7574726398890272,0.3520593794078744,0.3352137689628409,0.24263369213458155,0.3648219641100358,0.29143888681863644,0.3740417430776874,beginagaintoys
Common Place,84.0,Lifestyle,Bottles Aug,Home,,,,,,,,,,,,,,,,,,,,,0.20910071943174247,0.23015741395580944,0.20633722137049587,0.2175973651449765,0.23236922762976828,0.07541945241270924,0.11387787168119819,0.12928392079505102,0.24406641908718,0.1790643333260442,0.2065725091918652,0.12295012649538557,commonplaceshop
Proof Exists,85.0,Lifestyle,Bottles Aug,Sustainability,,,,,,,,,,,,,0.2613952491467005,0.3728112613263301,0.30731659461018984,0.2614048317197593,0.41509350859459265,0.3207914707128867,0.31356649777907514,proofdrinkware,0.25274349924801026,,,,,,,,0.2422690967064315,0.12410975533560964,0.16413588366265275,0.17156516049251716,proofexists
parca,86.0,Sports,Clothing,Glamping,,,,,,,,,,,,,0.2613796810019574,0.15703806445325857,0.19619894059369353,0.26138932062288905,0.16392552852441486,0.201490178956365,0.19136992867912908,parca,0.2334008758886395,,,,,,,,,,,,
The Cry Baby Club,87.0,Lifestyle,Bottles Aug,Kids,,,,,,,,,,,,,0.26150970849203153,0.13703744212725974,0.17983629534175727,0.2615171698633987,0.141216085858521,0.1833989648890925,0.17243197019523104,thecrybabyclub,0.13706904543707424,0.3116833991858215,0.29571035587599626,0.30348685058343755,0.2521139540290669,0.0379339840044233,0.06594555896016244,0.081988876469531,0.257175036293767,0.17177951949819528,0.20597708342279375,0.0885610641797647,thecrybabyclub_
Shazoos Toys,88.0,Kids,Toy,Siblings,,,,,,,,,,,,,,,,,,,,shazoosbali,0.2543165999707109,0.2290777263226468,0.3340637563218074,0.2717845092343101,0.22945333366805667,0.4957199892477285,0.3137032224005122,0.3020563008459352,0.2423224866155551,0.1729103106539728,0.20181477337370074,0.2387977761890003,shazoostoys
This That,89.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,,,,,,,,,0.23725396933451798,,,,,,,,0.2420797827288678,0.16727628235566597,0.19784344018447672,0.20062254061160606,thisthat
SY32 by SWEET YEARS,90.0,Fashion,Clothing,Glamping,,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.4090873350171397,0.17336028560655686,0.24352231763142765,0.2435227590682605,0.20467023891247513,0.22241249418746306,0.24559157792473857,0.26213592649061873,0.26926685503969316,0.26565354556774695,0.26214481187862415,0.2687683767184165,0.26541527717537367,0.28476133589814145,SY32bySWEETYEARS,0.276964353799372,,,,,,,,,,,,sy32bysweetyears
MICHAEL ARAM,91.0,Design,Décor,Tableware,M&O Paris Sep 2018,,,,,,,,,,,,0.26337950262690646,0.27508557919398874,0.2691052975355095,0.2633461661242638,0.27296875327724096,0.26807113524830195,0.2754673743651421,michaelaraminc,0.2812339932986717,0.25997208533435034,0.33291067643651395,0.29195479566571825,0.2778789927593133,0.15196982282929639,0.1964840649370638,0.2139769584291398,0.2688853978948348,0.42266121324194766,0.3286761200679101,0.2868847218549801,michaelaram
Baby Nap Cap,92.0,Kids,Design,Siblings,,,,,,,,,,,,,0.2613834574457685,0.1758361519965694,0.21024062215070635,0.2613924676022321,0.18411521413530588,0.21605162882149198,0.20790254230283103,Baby,0.2403673805079359,,,,,,,,,,,,
METALBIRD,93.0,Décor,Garden,Design,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.27576857293235557,0.3743115860169654,0.19042410589718195,0.2524294111910767,0.2348891140115089,0.25193485135301047,0.24311356150521485,0.24537746127700558,0.24255488612369952,0.3568568121564914,0.28880772158244916,0.28243074107784827,metalbird
PUCKATOR LTD,94.0,Décor,Gifts,Design,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.2879427009974235,0.22864847553149412,0.36841866339018653,0.28217384696017134,0.2287019457100899,0.3637114345583312,0.28082253214067865,0.28115914600898256,0.24192825661268805,0.3197130808060553,0.275434242825372,0.3057654493020262,puckatorfrance
Ironcraft,95.0,Travel,Creative,Glamping,,,,,,,,,,,,,,,,,,,,,0.1953361702445689,,,,,,,,0.2418235380120474,1.251613605069838e-06,2.5032142541758244e-06,0.06311062258540275,ironcraft_style
Bean Plus,96.0,Lifestyle,Home,Coffee,,,,,,,,,,,,,0.2614068494335374,0.20816306239196442,0.2317663416583714,0.2614155725352246,0.21763192763106218,0.23752289676439278,0.23327272229233567,beanplustaiwan,0.20772901108314115,0.23294516885131136,0.376634205214049,0.28785461667985823,0.2302344595360961,0.5157537111426582,0.31835431607614784,0.3101391018420321,0.24285756469884273,0.13360143051892467,0.17237531029024197,0.1785679734036381,beanplus_coffee
ARNAUD SARASIN RAMSA5,97.0,Design,Lifestyle,Décor,M&O Paris Sep 2018,,,,,,,,,,,,0.261380138361973,0.11898645882184267,0.1635301169993365,0.261389606342344,0.12301096079587391,0.16729312788274603,0.1541876101720572,Ramsa5,0.2192068740471926,,,,,,,,,,,,
Comma,98.0,Lifestyle,Kids,Home,,,,,,,,,,,,,0.2620794243216872,0.39680410853949005,0.31566790532135147,0.26206370608040686,0.3798845300104821,0.31016191717696484,0.3209968056995913,commastudio,0.29611521186681244,,,,,,,,,,,,
JUN WATANABE,99.0,Bags,Clothing,Glamping,,,,,,,,,,,,,,,,,,,,,0.23025934490696312,,,,,,,,0.2433249632785655,0.14062734290722664,0.17824163312776256,0.18360077261671415,junwatanabe_
Flaska,100.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,0.2616888285896675,0.15096560952815913,0.1914726214744785,0.2616963342250579,0.16105892933624083,0.19939920343721707,0.18585150486516971,flaska,0.2311604096608689,,,,,,,,,,,,
AND SOX (Under SCOPEDOG236.INC),101.0,Accessories,Fashion,Glamping,,,,,,,,,,,,,,,,,,,,,0.24443254984065327,,,,,,,,0.2418656403119508,0.19634503387831417,0.21674103411014134,0.2171751705759515,scopedog236
Little Ones,102.0,Kids,Toy,Siblings,,,0.2279460815250488,0.005505981307812185,0.010752244797806827,0.23987809282993372,0.03987685913168486,0.06838545555303598,0.224266163978966,0.08281396500891412,0.12096106848496539,0.03444951246963019,0.2619721346611167,0.196386640859415,0.2244871496850505,0.26197725159411056,0.196099192770061,0.2243011104097822,0.06626897209391705,LittleOnesEnnis,0.1117320613596528,0.22864847553149412,0.1622815449318336,0.1898315601937263,0.23297798792348276,0.08412871360143227,0.12361856956790077,0.13542783044441245,0.2470035850264709,0.39141387325415833,0.3028758962301933,0.14344521744892746,littleones
Dovetail,103.0,Lifestyle,Kids,Design,,,,,,,,,,,,,0.2613812243292162,0.1699777314162828,0.20599543352244062,0.2613906349629374,0.17782120628381587,0.21165548673943316,0.20288980200817555,dovetailpress,0.18672440294183926,,,,,,,,0.242306161376039,0.12067897502743467,0.1611154632248613,0.16901992056871878,dovetailpress
NOBODINOZ,104.0,Décor,Home,Toy,M&O Paris Sep 2018,FR,0.2279460815250488,0.006993544928828425,0.013570730374926987,0.24008682582097218,0.056014098873011765,0.09083556367506829,0.26298636746446735,6.807090189482039e-10,1.3614180343725385e-09,6.807089182906072e-09,0.26613815994960643,0.44786776557127406,0.33387594911884194,0.2660777289679542,0.4362965224271307,0.330561058049741,0.07028539887736109,nobodinoz,0.22070490260974515,0.22864847553149412,0.15145963807357332,0.18221665947418333,0.2557227709848249,0.27976810458483353,0.2672055797832147,0.23930196286083377,0.3039227277458617,0.7382639155014327,0.43058541279404033,0.3041073343025525,nobodinoz
IKON KØBENHAVN,105.0,Furniture,Design,Handmade,M&O Paris Sep 2018,,0.23006075806208437,0.35393374311007975,0.2788596984396987,0.23866052362420215,0.24263332822955702,0.2406305293155666,,,,0.2528884856946631,0.2614051638999723,0.24204470429868152,0.25135267519168797,0.26141497958166776,0.23220597921832306,0.24594628827620282,0.2669031861045705,ikonkobenhavn,0.19963818037655642,0.231421254114265,0.015314988305094361,0.028728765304664085,0.25035631013065573,0.2827491776513407,0.26556860670777555,0.08675879844208531,0.24689969154335736,0.6480429465611524,0.3575684000299296,0.09205159083554158,ikonkbh
FOR ME LAB,106.0,Furniture,Design,Wooden,M&O Paris Sep 2018,,,,,,,,0.498672327985878,0.999995399409815,0.6654844495322833,0.30532874327627046,0.26421597014448966,0.33294107898309705,0.2946238357664504,0.2641380517327683,0.3086864629905251,0.2846799982713135,0.3858079172120545,ForMeLabParis,0.32200069915341534,0.23253612286254127,0.11667796223558434,0.15538801050445042,0.24802996376826691,0.21718738932015869,0.23158628948978335,0.20629575766981834,0.25926521866120533,0.7142947114687183,0.3804424747283212,0.2419114538980598,for_me_lab
KOBO PURE SOY CANDLES,107.0,Candles,Lifestyle,Décor,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.26573722347522655,0.2365597399032821,0.8264404907623312,0.3678316182826434,0.2328325928815608,0.3866499208781637,0.29064485797715545,0.30673645538330435,0.2432215319475827,0.19749609938867393,0.2179867581033334,0.2624939156478332,kobocandles
Sleek Life Design,108.0,Lifestyle,Design,Gadget,,,0.23262139747369506,0.40844086081835373,0.2964207691217403,0.2372889932758751,0.3417436735734949,0.2800947749697487,,,,0.2808590362546682,0.2613855573124817,0.842979492146963,0.3990395466891644,0.26139519821045815,0.8647388898797127,0.40144170380943106,0.4730748454070505,sleeklifedesign,0.4288972513926858,0.22864847553149412,0.3564684614500997,0.2785972004368297,0.22920624966418193,0.4848645410393517,0.31126881114204547,0.30240297172164005,0.24215592131589136,0.4463959346669484,0.31398483031214824,0.3796128226858212,sleeklifedesign
KOMMOD,109.0,Furniture,Lifestyle,Design,M&O Paris Sep 2018,,,,,0.23933564693870008,0.4783631868290507,0.31904569829198903,0.2284874043878315,0.3340851909735008,0.2713756722576214,0.2975083284728294,0.2615208917509197,0.1351478198904917,0.17820401427529295,0.2615289245323972,0.14605958840937477,0.18743809435966832,0.17057288740626328,bykommod,0.17709096375169298,0.22985777615107064,0.2789918642798699,0.252052647352968,0.23554309649252397,0.36264225935310707,0.28559000935863404,0.27639590869730896,0.24507856737264833,0.13972819065879072,0.17798224211764438,0.18337750398262354,bykommod
SMELLS LIKE SPELLS,110.0,Candles,Fragrance,Lifestyle,M&O Paris Sep 2018,,0.24113588015567206,0.36195010295243146,0.28944183447296545,0.3176171829956973,0.8805652655914996,0.46684486061502584,0.30470495147927074,0.5835876890727673,0.4003681903123909,0.4039181949684965,0.26258124277282546,0.40042880055400176,0.3171749603185753,0.26256385571574886,0.3736866118768167,0.3084212983449225,0.49707647189014614,smellslikespells,0.39963389935994453,,,,,,,,,,,,
LAZARE HOME,111.0,Furniture,Lighting,Design,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.19208121913767834,0.22864847553149412,0.33733503977076146,0.27255614519355653,0.22838309910723123,1.5746071722340186e-06,3.1491926320850953e-06,4.1989073376496755e-06,0.2430286869048866,0.31656205568199847,0.2749640223162289,0.03822173939422895,lazarehome
FANEX,112.0,Décor,Accessories,Art,M&O Paris Sep 2018,,0.2279460815250488,0.05904456503115589,0.09379383889827976,0.2587966954695208,0.026568546237198384,0.04818983509339017,0.2394238734848621,9.139451772375614e-07,1.8278833769537393e-06,9.138198936637655e-06,0.3373471962101751,0.99996446789976,0.5044975208233174,0.3364978448462197,0.9992553408217412,0.5034571839249566,0.10026645071527165,WordPress,0.20295670630401852,,,,,,,,,,,,
SpectorStudiosPorcelain,113.0,Lifestyle,Bottles Aug,Teaware,,,,,,,,,,,,,,,,,,,,,0.22227626852073848,0.2335449503669757,0.00755655494196908,0.014639437830187785,0.23004710467386558,7.570338547520012e-12,1.5140677094541776e-11,2.0187569452429447e-11,0.2515418372617428,0.11054777635180692,0.15359397079205905,0.1627390271769302,spectorstudiosporcelain
AURORA WORLD LTD,114.0,Toy,Kids,Family,M&O Paris Sep 2018,,0.23136605317717082,0.08439369750728064,0.1236752731338475,0.245771929731461,0.2329230358824193,0.2391750409754993,0.2545515986368032,0.24978562973047924,0.2521460950651443,0.2032953343832451,0.2615419435716443,0.258683920941642,0.26010508153841594,0.26154701281978127,0.24965756561749622,0.25546402856846223,0.2235950144843243,auroraworlduk,0.2861379775290883,0.23137946440897256,0.3549276693107554,0.2801363630288173,0.23209145374430967,0.6286496926563371,0.33901997522634786,0.3220942258510973,0.2428253631918026,0.30659198573959384,0.2710082251087011,0.3372760795944902,auroraworlduk
BIENVENUE 21,115.0,Décor,Design,Home,M&O Paris Sep 2018,,,,,,,,,,,,0.26138757694244874,0.15661012243715436,0.19586682170387823,0.261396415344596,0.16346518157284792,0.20114415050367,0.1909811369521428,bienvenue21design,0.23324159448954038,,,,,,,,,,,,
CANOVA HOME & FRAGRANCE,116.0,Home,Gifts,Fragrance,M&O Paris Sep 2018,,,,,,,,,,,,0.2614059882176139,0.12900632142294385,0.17275595110682684,0.2614120342272102,0.1538315156837656,0.1936858956714416,0.16441708369376157,thisiscanova,0.21094493236186357,,,,,,,,0.2419253414639666,0.2660069490681641,0.25339527801110606,0.24892278234010845,thisiscanova
Sasquatchfabrix.,117.0,Clothing,Fashion,Glamping,,,,,,,,,,,,,,,,,,,,,0.2202777235629872,0.22918771134521934,0.3407259290351422,0.2740422068839072,0.2428609820517869,0.08586791811404701,0.12687638299765963,0.1465516288754442,0.26196204434488474,0.23380688078446282,0.24708498402242013,0.1572102505171668,sasquatchfabrix_official
THE DAYDREAMER STUDIO,118.0,Lifestyle,Creative,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.26144853816402636,0.14824068022008738,0.18920346155482626,0.26145777557474964,0.15008202884987265,0.1906989943375955,0.18321427877368396,thedaydreamerstudio,0.23010536725060807,,,,,,,,,,,,
ROMUALD FLEURY,119.0,Furniture,Design,Lifestyle,M&O Paris Sep 2018,,0.2332257377114148,0.031747466930665186,0.0558873596700069,0.24138418077857915,0.05234282022860607,0.08603042101814429,0.24624945853298105,0.4601810902788167,0.32082232145502876,0.08947503450822704,0.2614441870709425,0.9999999999996043,0.41451566347614816,0.26145206409691635,0.9999999976352367,0.41452556368988486,0.18626321995912198,ROMUALD,0.2313260418090163,,,,,,,,,,,,romuald_fleury
P!NTO SEATING DESIGN,120.0,Design,Stool,Décor,M&O Paris Sep 2018,,,,,0.2497842975717495,0.2987339323945115,0.2720749881680298,0.2479044027908052,0.136148262324249,0.17576627753585572,0.24468989642313282,0.26143469369646155,0.27272977596700837,0.26696281572887065,0.2614446355593713,0.2661340647129347,0.26376850893675,0.28383907215271625,pinto,0.27649060292262023,,,,,,,,,,,,
SUBU,121.0,Accessories,Fashion,Glamping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subu_official_ideaport
AFKliving,122.0,Home,Décor,Carpet,,,,,,,,,,,,,,,,,,,,AFKliving,0.33170463943436373,0.22942030047519013,0.3308686121033966,0.2709601232593495,0.22925305641787014,0.4041910439041109,0.292565775400376,0.28684765480332963,0.2421324184394819,0.6691247215980244,0.3555896134246065,0.3843519838846279,afkliving
